image_id,split,mask_type,mask_path,status,width,height,mode,unique_pixel_values,pixel_min,pixel_max,foreground_pixels,total_pixels,foreground_percentage
IDRiD_04,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_04_OD.tif,AVAILABLE,4288,2848,P,2,0,1,183591,12212224,1.5033379669419755
IDRiD_05,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_05_MA.tif,AVAILABLE,4288,2848,P,2,0,1,3994,12212224,0.03270493564480966
IDRiD_05,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_05_HE.tif,AVAILABLE,4288,2848,P,2,0,1,9850,12212224,0.08065688935938287
IDRiD_05,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_05_EX.tif,AVAILABLE,4288,2848,P,2,0,1,8286,12212224,0.0678500492621164
IDRiD_05,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_05,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_05_OD.tif,AVAILABLE,4288,2848,P,2,0,1,216213,12212224,1.770463758280228
IDRiD_06,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_06_MA.tif,AVAILABLE,4288,2848,P,2,0,1,9923,12212224,0.08125465107747777
IDRiD_06,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_06_HE.tif,AVAILABLE,4288,2848,P,2,0,1,25507,12212224,0.2088644951157136
IDRiD_06,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_06_EX.tif,AVAILABLE,4288,2848,P,2,0,1,59053,12212224,0.4835564758720443
IDRiD_06,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_06,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_06_OD.tif,AVAILABLE,4288,2848,P,2,0,1,271648,12212224,2.224394180781486
IDRiD_07,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_07_MA.tif,AVAILABLE,4288,2848,P,2,0,1,12623,12212224,0.10336364613030354
IDRiD_07,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_07_HE.tif,AVAILABLE,4288,2848,P,2,0,1,31951,12212224,0.2616312966417911
IDRiD_07,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_07_EX.tif,AVAILABLE,4288,2848,P,2,0,1,167489,12212224,1.3714864712602717
IDRiD_07,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_07,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_07_OD.tif,AVAILABLE,4288,2848,P,2,0,1,205432,12212224,1.6821833598859632
IDRiD_08,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_08_MA.tif,AVAILABLE,4288,2848,P,2,0,1,4188,12212224,0.03429350788193862
IDRiD_08,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_08_HE.tif,AVAILABLE,4288,2848,P,2,0,1,37203,12212224,0.3046373862778803
IDRiD_08,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_08_EX.tif,AVAILABLE,4288,2848,P,2,0,1,20368,12212224,0.16678370786516852
IDRiD_08,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_08_SE.tif,AVAILABLE,4288,2848,P,2,0,1,38340,12212224,0.3139477297501258
IDRiD_08,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_08_OD.tif,AVAILABLE,4288,2848,P,2,0,1,205755,12212224,1.6848282507756163
IDRiD_09,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_09_MA.tif,AVAILABLE,4288,2848,P,2,0,1,35141,12212224,0.28775266487087037
IDRiD_09,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_09_HE.tif,AVAILABLE,4288,2848,P,2,0,1,84849,12212224,0.6947874523100788
IDRiD_09,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_09_EX.tif,AVAILABLE,4288,2848,P,2,0,1,254276,12212224,2.0821432689082675
IDRiD_09,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_09,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_09_OD.tif,AVAILABLE,4288,2848,P,2,0,1,259259,12212224,2.122946647555761
IDRiD_10,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_10_MA.tif,AVAILABLE,4288,2848,P,2,0,1,33484,12212224,0.27418429272178435
IDRiD_10,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_10_HE.tif,AVAILABLE,4288,2848,P,2,0,1,92658,12212224,0.7587315791128627
IDRiD_10,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_10_EX.tif,AVAILABLE,4288,2848,P,2,0,1,805250,12212224,6.593803061588127
IDRiD_10,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_10,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_10_OD.tif,AVAILABLE,4288,2848,P,2,0,1,214988,12212224,1.7604328253395942
IDRiD_11,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_11_MA.tif,AVAILABLE,4288,2848,P,2,0,1,21345,12212224,0.174783888667617
IDRiD_11,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_11_HE.tif,AVAILABLE,4288,2848,P,2,0,1,56797,12212224,0.4650831822279054
IDRiD_11,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_11_EX.tif,AVAILABLE,4288,2848,P,2,0,1,291123,12212224,2.3838655432458493
IDRiD_11,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_11,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_11_OD.tif,AVAILABLE,4288,2848,P,2,0,1,203119,12212224,1.6632433207907094
IDRiD_12,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_12_MA.tif,AVAILABLE,4288,2848,P,2,0,1,3952,12212224,0.03236101794398792
IDRiD_12,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_12_HE.tif,AVAILABLE,4288,2848,P,2,0,1,26843,12212224,0.2198043534085192
IDRiD_12,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_12_EX.tif,AVAILABLE,4288,2848,P,2,0,1,6626,12212224,0.05425711156297166
IDRiD_12,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_12,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_12_OD.tif,AVAILABLE,4288,2848,P,2,0,1,337365,12212224,2.7625189318505785
IDRiD_13,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_13_MA.tif,AVAILABLE,4288,2848,P,2,0,1,34267,12212224,0.2805959012871038
IDRiD_13,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_13_HE.tif,AVAILABLE,4288,2848,P,2,0,1,37412,12212224,0.3063487862653027
IDRiD_13,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_13_EX.tif,AVAILABLE,4288,2848,P,2,0,1,214397,12212224,1.7555934119780312
IDRiD_13,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_13_SE.tif,AVAILABLE,4288,2848,P,2,0,1,71243,12212224,0.5833744942772094
IDRiD_13,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_13_OD.tif,AVAILABLE,4288,2848,P,2,0,1,216047,12212224,1.7691044645103138
IDRiD_14,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_14_MA.tif,AVAILABLE,4288,2848,P,2,0,1,25362,12212224,0.20767716019620996
IDRiD_14,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_14_HE.tif,AVAILABLE,4288,2848,P,2,0,1,62616,12212224,0.512732160825088
IDRiD_14,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_14_EX.tif,AVAILABLE,4288,2848,P,2,0,1,165659,12212224,1.3565014857244675
IDRiD_14,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_14_SE.tif,AVAILABLE,4288,2848,P,2,0,1,10855,12212224,0.08888634862904578
IDRiD_14,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_14_OD.tif,AVAILABLE,4288,2848,P,2,0,1,226387,12212224,1.85377372704595
IDRiD_15,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_15_MA.tif,AVAILABLE,4288,2848,P,2,0,1,2042,12212224,0.016720951073285258
IDRiD_15,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_15_HE.tif,AVAILABLE,4288,2848,P,2,0,1,3215,12212224,0.026326081146235115
IDRiD_15,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_15_EX.tif,AVAILABLE,4288,2848,P,2,0,1,42697,12212224,0.3496250969520376
IDRiD_15,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_15,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_15_OD.tif,AVAILABLE,4288,2848,P,2,0,1,280146,12212224,2.2939801955810832
IDRiD_16,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_16_MA.tif,AVAILABLE,4288,2848,P,2,0,1,3872,12212224,0.03170593660908938
IDRiD_16,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_16_HE.tif,AVAILABLE,4288,2848,P,2,0,1,18663,12212224,0.15282228691514338
IDRiD_16,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_16_EX.tif,AVAILABLE,4288,2848,P,2,0,1,115804,12212224,0.948262986332383
IDRiD_16,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_16,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_16_OD.tif,AVAILABLE,4288,2848,P,2,0,1,291732,12212224,2.3888523499077645
IDRiD_17,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_17_MA.tif,AVAILABLE,4288,2848,P,2,0,1,14207,12212224,0.11633425656129466
IDRiD_17,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_17_HE.tif,AVAILABLE,4288,2848,P,2,0,1,1821322,12212224,14.913925588001007
IDRiD_17,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_17_EX.tif,AVAILABLE,4288,2848,P,2,0,1,201316,12212224,1.6484794252054336
IDRiD_17,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_17_SE.tif,AVAILABLE,4288,2848,P,2,0,1,48111,12212224,0.3939577262912964
IDRiD_17,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_17_OD.tif,AVAILABLE,4288,2848,P,2,0,1,202624,12212224,1.6591900050310244
IDRiD_18,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_18_MA.tif,AVAILABLE,4288,2848,P,2,0,1,24706,12212224,0.2023054932500419
IDRiD_18,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_18_HE.tif,AVAILABLE,4288,2848,P,2,0,1,89854,12212224,0.7357709783246688
IDRiD_18,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_18_EX.tif,AVAILABLE,4288,2848,P,2,0,1,106281,12212224,0.870283741929398
IDRiD_18,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_18_SE.tif,AVAILABLE,4288,2848,P,2,0,1,40970,12212224,0.3354835286349153
IDRiD_18,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_18_OD.tif,AVAILABLE,4288,2848,P,2,0,1,229440,12212224,1.8787732684890157
IDRiD_19,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_19_MA.tif,AVAILABLE,4288,2848,P,2,0,1,6092,12212224,0.0498844436525239
IDRiD_19,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_19_HE.tif,AVAILABLE,4288,2848,P,2,0,1,62604,12212224,0.5126338986248533
IDRiD_19,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_19_EX.tif,AVAILABLE,4288,2848,P,2,0,1,17431,12212224,0.14273403435770585
IDRiD_19,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_19_SE.tif,AVAILABLE,4288,2848,P,2,0,1,81903,12212224,0.67066408215244
IDRiD_19,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_19_OD.tif,AVAILABLE,4288,2848,P,2,0,1,222880,12212224,1.8250565990273353
IDRiD_20,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_20_MA.tif,AVAILABLE,4288,2848,P,2,0,1,26027,12212224,0.21312252379255409
IDRiD_20,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_20_HE.tif,AVAILABLE,4288,2848,P,2,0,1,66672,12212224,0.5459447845044441
IDRiD_20,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_20_EX.tif,AVAILABLE,4288,2848,P,2,0,1,183732,12212224,1.5044925477947342
IDRiD_20,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_20,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_20_OD.tif,AVAILABLE,4288,2848,P,2,0,1,268686,12212224,2.2001397943568675
IDRiD_21,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_21_MA.tif,AVAILABLE,4288,2848,P,2,0,1,21573,12212224,0.17665087047207784
IDRiD_21,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_21_HE.tif,AVAILABLE,4288,2848,P,2,0,1,102308,12212224,0.8377507651349992
IDRiD_21,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_21_EX.tif,AVAILABLE,4288,2848,P,2,0,1,192428,12212224,1.5756998888982057
IDRiD_21,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_21,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_21_OD.tif,AVAILABLE,4288,2848,P,2,0,1,262202,12212224,2.147045452163341
IDRiD_22,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_22_MA.tif,AVAILABLE,4288,2848,P,2,0,1,10367,12212224,0.08489035248616468
IDRiD_22,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_22_HE.tif,AVAILABLE,4288,2848,P,2,0,1,254991,12212224,2.0879980583389233
IDRiD_22,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_22_EX.tif,AVAILABLE,4288,2848,P,2,0,1,94020,12212224,0.7698843388395102
IDRiD_22,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_22_SE.tif,AVAILABLE,4288,2848,P,2,0,1,108091,12212224,0.8851049571314775
IDRiD_22,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_22_OD.tif,AVAILABLE,4288,2848,P,2,0,1,184811,12212224,1.5133279572991782
IDRiD_23,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_23_MA.tif,AVAILABLE,4288,2848,P,2,0,1,4531,12212224,0.037102169105316114
IDRiD_23,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_23_HE.tif,AVAILABLE,4288,2848,P,2,0,1,111482,12212224,0.9128722172144893
IDRiD_23,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_23_EX.tif,AVAILABLE,4288,2848,P,2,0,1,14812,12212224,0.12128830915646488
IDRiD_23,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_23_SE.tif,AVAILABLE,4288,2848,P,2,0,1,59663,12212224,0.4885514710506456
IDRiD_23,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_23_OD.tif,AVAILABLE,4288,2848,P,2,0,1,225739,12212224,1.8484675682332716
IDRiD_24,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_24_MA.tif,AVAILABLE,4288,2848,P,2,0,1,1354,12212224,0.011087251593157807
IDRiD_24,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_24_HE.tif,AVAILABLE,4288,2848,P,2,0,1,27085,12212224,0.2217859744465873
IDRiD_24,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_24_EX.tif,AVAILABLE,4288,2848,P,2,0,1,8245,12212224,0.06751432007798087
IDRiD_24,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
